year,version,outcome,probability_bin,sample_count,avg_predicted_prob,actual_rate
2014,V3_elo_recent_form_h2h,away_win,"(-0.001, 0.1]",6,0.06922311998093042,0.0
2014,V3_elo_recent_form_h2h,away_win,"(0.1, 0.2]",20,0.1573698695679481,0.0
2014,V3_elo_recent_form_h2h,away_win,"(0.2, 0.3]",14,0.25185967944220117,0.14285714285714285
2014,V3_elo_recent_form_h2h,away_win,"(0.3, 0.4]",13,0.3391953437602975,0.0
2014,V3_elo_recent_form_h2h,away_win,"(0.4, 0.5]",5,0.45504448619911975,0.0
2014,V3_elo_recent_form_h2h,away_win,"(0.5, 0.6]",4,0.5784096403429488,0.0
2014,V3_elo_recent_form_h2h,away_win,"(0.6, 0.7]",2,0.626428440084658,0.0
2014,V4_elo_recent_form_goal_stats,home_win,"(0.1, 0.2]",5,0.1560061903014831,0.4
2014,V4_elo_recent_form_goal_stats,home_win,"(0.2, 0.3]",4,0.22574343243778225,0.5
2014,V4_elo_recent_form_goal_stats,home_win,"(0.3, 0.4]",14,0.3501142758055294,0.8571428571428571
2014,V4_elo_recent_form_goal_stats,home_win,"(0.4, 0.5]",12,0.45035640284730305,0.6666666666666666
2014,V4_elo_recent_form_goal_stats,home_win,"(0.5, 0.6]",14,0.5552020731818331,0.9285714285714286
2014,V4_elo_recent_form_goal_stats,home_win,"(0.6, 0.7]",7,0.6247928480180128,0.8571428571428571
2014,V4_elo_recent_form_goal_stats,home_win,"(0.7, 0.8]",7,0.7467123021184083,0.7142857142857143
2014,V4_elo_recent_form_goal_stats,home_win,"(0.8, 0.9]",1,0.8139073862587948,1.0
2014,V4_elo_recent_form_goal_stats,draw,"(0.1, 0.2]",9,0.17412756332454815,0.2222222222222222
2014,V4_elo_recent_form_goal_stats,draw,"(0.2, 0.3]",47,0.26598112272621777,0.19148936170212766
2014,V4_elo_recent_form_goal_stats,draw,"(0.3, 0.4]",8,0.31298879829499804,0.25
2014,V4_elo_recent_form_goal_stats,away_win,"(-0.001, 0.1]",7,0.06913313591162219,0.0
2014,V4_elo_recent_form_goal_stats,away_win,"(0.1, 0.2]",17,0.15626702206256923,0.0
2014,V4_elo_recent_form_goal_stats,away_win,"(0.2, 0.3]",18,0.2498735796676942,0.1111111111111111
2014,V4_elo_recent_form_goal_stats,away_win,"(0.3, 0.4]",11,0.34978198176136205,0.0
2014,V4_elo_recent_form_goal_stats,away_win,"(0.4, 0.5]",4,0.42735301293794425,0.0
2014,V4_elo_recent_form_goal_stats,away_win,"(0.5, 0.6]",5,0.563607100454675,0.0
2014,V4_elo_recent_form_goal_stats,away_win,"(0.6, 0.7]",2,0.6192149116300928,0.0
2014,V5_elo_true_home_close_match,home_win,"(0.1, 0.2]",6,0.16081615389981183,0.5
2014,V5_elo_true_home_close_match,home_win,"(0.2, 0.3]",5,0.26148484020507173,0.6
2014,V5_elo_true_home_close_match,home_win,"(0.3, 0.4]",14,0.3534328696947964,0.8571428571428571
2014,V5_elo_true_home_close_match,home_win,"(0.4, 0.5]",7,0.44361434150799267,0.7142857142857143
2014,V5_elo_true_home_close_match,home_win,"(0.5, 0.6]",15,0.5306657886814174,0.8666666666666667
2014,V5_elo_true_home_close_match,home_win,"(0.6, 0.7]",10,0.6359681920454542,0.9
2014,V5_elo_true_home_close_match,home_win,"(0.7, 0.8]",4,0.7454606132361123,0.5
2014,V5_elo_true_home_close_match,home_win,"(0.8, 0.9]",3,0.8435872709764247,0.6666666666666666
2014,V5_elo_true_home_close_match,draw,"(0.1, 0.2]",6,0.14808154088776423,0.3333333333333333
2014,V5_elo_true_home_close_match,draw,"(0.2, 0.3]",38,0.26609994387443797,0.18421052631578946
2014,V5_elo_true_home_close_match,draw,"(0.3, 0.4]",20,0.3114366004403769,0.2
2014,V5_elo_true_home_close_match,away_win,"(-0.001, 0.1]",8,0.05759584572804185,0.0
2014,V5_elo_true_home_close_match,away_win,"(0.1, 0.2]",19,0.15675493845901722,0.10526315789473684
2014,V5_elo_true_home_close_match,away_win,"(0.2, 0.3]",13,0.2406446556718895,0.0
2014,V5_elo_true_home_close_match,away_win,"(0.3, 0.4]",13,0.33533598012947097,0.0
2014,V5_elo_true_home_close_match,away_win,"(0.4, 0.5]",5,0.43851654852582544,0.0
2014,V5_elo_true_home_close_match,away_win,"(0.5, 0.6]",4,0.5536896819246548,0.0
2014,V5_elo_true_home_close_match,away_win,"(0.6, 0.7]",2,0.6394129195446419,0.0
2018,V1_elo_only,home_win,"(-0.001, 0.1]",3,0.09232985397220396,0.3333333333333333
2018,V1_elo_only,home_win,"(0.1, 0.2]",4,0.16751013928754369,0.75
2018,V1_elo_only,home_win,"(0.2, 0.3]",14,0.2571778424836727,0.6428571428571429
2018,V1_elo_only,home_win,"(0.3, 0.4]",8,0.3464730226398349,0.625
2018,V1_elo_only,home_win,"(0.4, 0.5]",14,0.45531824971139695,1.0
2018,V1_elo_only,home_win,"(0.5, 0.6]",8,0.5598042878526026,0.625
2018,V1_elo_only,home_win,"(0.6, 0.7]",12,0.6361937125971749,1.0
2018,V1_elo_only,home_win,"(0.7, 0.8]",1,0.7149874572961448,1.0
2018,V1_elo_only,draw,"(0.2, 0.3]",58,0.2666818921493677,0.1896551724137931
2018,V1_elo_only,draw,"(0.3, 0.4]",6,0.303034316606063,0.3333333333333333
2018,V1_elo_only,away_win,"(-0.001, 0.1]",2,0.0841800511080229,0.0
2018,V1_elo_only,away_win,"(0.1, 0.2]",18,0.14503041898256874,0.0
2018,V1_elo_only,away_win,"(0.2, 0.3]",14,0.2509734357849683,0.0
2018,V1_elo_only,away_win,"(0.3, 0.4]",9,0.35098102677026516,0.0
2018,V1_elo_only,away_win,"(0.4, 0.5]",12,0.4465123030670872,0.0
2018,V1_elo_only,away_win,"(0.5, 0.6]",6,0.5512576803848883,0.16666666666666666
2018,V1_elo_only,away_win,"(0.6, 0.7]",2,0.6875255630190451,0.0
2018,V1_elo_only,away_win,"(0.7, 0.8]",1,0.7006286225240936,0.0
2018,V2_elo_recent_form,home_win,"(-0.001, 0.1]",2,0.08110538873844558,0.5
2018,V2_elo_recent_form,home_win,"(0.1, 0.2]",7,0.15725956748405653,0.42857142857142855
2018,V2_elo_recent_form,home_win,"(0.2, 0.3]",13,0.2604468123989711,0.6923076923076923
2018,V2_elo_recent_form,home_win,"(0.3, 0.4]",7,0.3554813344773148,0.7142857142857143
2018,V2_elo_recent_form,home_win,"(0.4, 0.5]",12,0.4496751123624279,1.0
2018,V2_elo_recent_form,home_win,"(0.5, 0.6]",9,0.5376230732142363,0.6666666666666666
2018,V2_elo_recent_form,home_win,"(0.6, 0.7]",12,0.6367190449038509,1.0
2018,V2_elo_recent_form,home_win,"(0.7, 0.8]",2,0.7367028276028065,1.0
2018,V2_elo_recent_form,draw,"(0.1, 0.2]",3,0.18805308524473144,0.3333333333333333
2018,V2_elo_recent_form,draw,"(0.2, 0.3]",46,0.2619178133448382,0.17391304347826086
2018,V2_elo_recent_form,draw,"(0.3, 0.4]",15,0.31102013141010065,0.26666666666666666
2018,V2_elo_recent_form,away_win,"(-0.001, 0.1]",3,0.07886838575298812,0.0
2018,V2_elo_recent_form,away_win,"(0.1, 0.2]",15,0.1346393025500187,0.0
2018,V2_elo_recent_form,away_win,"(0.2, 0.3]",17,0.24914744678342018,0.0
2018,V2_elo_recent_form,away_win,"(0.3, 0.4]",9,0.3532319079386508,0.0
2018,V2_elo_recent_form,away_win,"(0.4, 0.5]",11,0.4550122125526703,0.0
2018,V2_elo_recent_form,away_win,"(0.5, 0.6]",5,0.565021880396421,0.2
2018,V2_elo_recent_form,away_win,"(0.6, 0.7]",2,0.6434575693367994,0.0
2018,V2_elo_recent_form,away_win,"(0.7, 0.8]",2,0.7242115822596087,0.0
2018,V3_elo_recent_form_h2h,home_win,"(-0.001, 0.1]",3,0.08755488541666061,0.3333333333333333
2018,V3_elo_recent_form_h2h,home_win,"(0.1, 0.2]",6,0.16948287342344479,0.5
2018,V3_elo_recent_form_h2h,home_win,"(0.2, 0.3]",13,0.2596036644497453,0.6923076923076923
2018,V3_elo_recent_form_h2h,home_win,"(0.3, 0.4]",7,0.3460404412855408,0.7142857142857143
2018,V3_elo_recent_form_h2h,home_win,"(0.4, 0.5]",10,0.4412518921684163,1.0
2018,V3_elo_recent_form_h2h,home_win,"(0.5, 0.6]",12,0.5388026870640383,0.75
2018,V3_elo_recent_form_h2h,home_win,"(0.6, 0.7]",11,0.6408403513415156,1.0
2018,V3_elo_recent_form_h2h,home_win,"(0.7, 0.8]",2,0.7490672419061695,1.0
2018,V3_elo_recent_form_h2h,draw,"(0.1, 0.2]",4,0.1844962763713307,0.25
2018,V3_elo_recent_form_h2h,draw,"(0.2, 0.3]",52,0.2600875091198845,0.19230769230769232
2018,V3_elo_recent_form_h2h,draw,"(0.3, 0.4]",8,0.3215720605791387,0.25
2018,V3_elo_recent_form_h2h,away_win,"(-0.001, 0.1]",2,0.06936763124731146,0.0
2018,V3_elo_recent_form_h2h,away_win,"(0.1, 0.2]",16,0.13721597361834897,0.0
2018,V3_elo_recent_form_h2h,away_win,"(0.2, 0.3]",17,0.2543620194509673,0.0
2018,V3_elo_recent_form_h2h,away_win,"(0.3, 0.4]",7,0.348499904073548,0.0
2018,V3_elo_recent_form_h2h,away_win,"(0.4, 0.5]",13,0.4551672693741329,0.0
2018,V3_elo_recent_form_h2h,away_win,"(0.5, 0.6]",5,0.5741554180834465,0.2
2018,V3_elo_recent_form_h2h,away_win,"(0.6, 0.7]",2,0.6586872895092756,0.0
2018,V3_elo_recent_form_h2h,away_win,"(0.7, 0.8]",2,0.7297475630604078,0.0
2018,V4_elo_recent_form_goal_stats,home_win,"(-0.001, 0.1]",2,0.09340543057756079,0.5
2018,V4_elo_recent_form_goal_stats,home_win,"(0.1, 0.2]",7,0.16263463943928053,0.42857142857142855
2018,V4_elo_recent_form_goal_stats,home_win,"(0.2, 0.3]",13,0.26497193975702293,0.6923076923076923
2018,V4_elo_recent_form_goal_stats,home_win,"(0.3, 0.4]",7,0.3596804285728495,0.7142857142857143
2018,V4_elo_recent_form_goal_stats,home_win,"(0.4, 0.5]",13,0.4548286802510729,1.0
2018,V4_elo_recent_form_goal_stats,home_win,"(0.5, 0.6]",9,0.5504296241761231,0.6666666666666666
2018,V4_elo_recent_form_goal_stats,home_win,"(0.6, 0.7]",10,0.6338314114720828,1.0
2018,V4_elo_recent_form_goal_stats,home_win,"(0.7, 0.8]",3,0.724608090046024,1.0
2018,V4_elo_recent_form_goal_stats,draw,"(0.1, 0.2]",5,0.18705981574823802,0.2
2018,V4_elo_recent_form_goal_stats,draw,"(0.2, 0.3]",50,0.2638716211012519,0.18
2018,V4_elo_recent_form_goal_stats,draw,"(0.3, 0.4]",9,0.3149052288322416,0.3333333333333333
2018,V4_elo_recent_form_goal_stats,away_win,"(-0.001, 0.1]",3,0.08029883831669991,0.0
2018,V4_elo_recent_form_goal_stats,away_win,"(0.1, 0.2]",16,0.14471425668922994,0.0
2018,V4_elo_recent_form_goal_stats,away_win,"(0.2, 0.3]",14,0.24654590644991597,0.0
2018,V4_elo_recent_form_goal_stats,away_win,"(0.3, 0.4]",11,0.3435072194736011,0.0
2018,V4_elo_recent_form_goal_stats,away_win,"(0.4, 0.5]",11,0.45427021127013645,0.0
2018,V4_elo_recent_form_goal_stats,away_win,"(0.5, 0.6]",4,0.5550634982481554,0.25
2018,V4_elo_recent_form_goal_stats,away_win,"(0.6, 0.7]",3,0.6385190647517752,0.0
2018,V4_elo_recent_form_goal_stats,away_win,"(0.7, 0.8]",2,0.725606584605548,0.0
2018,V5_elo_true_home_close_match,home_win,"(-0.001, 0.1]",2,0.09423087461196807,0.5
2018,V5_elo_true_home_close_match,home_win,"(0.1, 0.2]",4,0.16106539342682497,0.75
2018,V5_elo_true_home_close_match,home_win,"(0.2, 0.3]",14,0.2590381724340349,0.6428571428571429
2018,V5_elo_true_home_close_match,home_win,"(0.3, 0.4]",9,0.3352649292127033,0.5555555555555556
2018,V5_elo_true_home_close_match,home_win,"(0.4, 0.5]",12,0.4506190995038768,1.0
2018,V5_elo_true_home_close_match,home_win,"(0.5, 0.6]",8,0.5507415180830683,0.75
2018,V5_elo_true_home_close_match,home_win,"(0.6, 0.7]",13,0.6359111599127849,0.9230769230769231
2018,V5_elo_true_home_close_match,home_win,"(0.7, 0.8]",2,0.7275733726161021,1.0
2018,V5_elo_true_home_close_match,draw,"(0.1, 0.2]",3,0.1901895272615268,0.0
2018,V5_elo_true_home_close_match,draw,"(0.2, 0.3]",38,0.26310641268676915,0.18421052631578946
2018,V5_elo_true_home_close_match,draw,"(0.3, 0.4]",23,0.309286993030773,0.2608695652173913
2018,V5_elo_true_home_close_match,away_win,"(-0.001, 0.1]",2,0.08419807498243963,0.0
2018,V5_elo_true_home_close_match,away_win,"(0.1, 0.2]",20,0.14463537285140807,0.0
2018,V5_elo_true_home_close_match,away_win,"(0.2, 0.3]",13,0.2456043070201675,0.0
2018,V5_elo_true_home_close_match,away_win,"(0.3, 0.4]",11,0.35761948461722176,0.09090909090909091
2018,V5_elo_true_home_close_match,away_win,"(0.4, 0.5]",12,0.4485315379386576,0.0
2018,V5_elo_true_home_close_match,away_win,"(0.5, 0.6]",4,0.5802416620374616,0.0
2018,V5_elo_true_home_close_match,away_win,"(0.6, 0.7]",1,0.6987205644871581,0.0
2018,V5_elo_true_home_close_match,away_win,"(0.7, 0.8]",1,0.71595203673333,0.0
2022,V1_elo_only,home_win,"(-0.001, 0.1]",4,0.05862716396847434,0.75
2022,V1_elo_only,home_win,"(0.1, 0.2]",11,0.1535088855729495,0.6363636363636364
