version,accuracy,log_loss,brier_score,home_win_brier,draw_brier,away_win_brier,avg_true_class_prob,avg_draw_prob,draw_recall,predicted_draws
V1_elo_only,0.55859375,1.4486899045892634,0.5794594699274973,0.27962931280974357,0.17451811255683164,0.12531204456092204,0.4187918506361983,0.26527880455310476,0.0,0.0
V3_elo_recent_form_h2h,0.55078125,1.4597054273546939,0.5800372536684407,0.2760944978279145,0.17547111450501243,0.1284716413355138,0.42101366144222363,0.2589648466124862,0.0,0.25
V5_elo_true_home_close_match,0.5546875,1.4619662767503905,0.5824872265477264,0.2811158931781497,0.1743889413222181,0.12698239204735856,0.4206830081203048,0.2650808964265202,0.0,0.0
V2_elo_recent_form,0.56640625,1.462298331394016,0.5776045476204272,0.2772924553727837,0.17511035680093215,0.1252017354467114,0.4206212858836685,0.2659612701466931,0.0,0.0
V4_elo_recent_form_goal_stats,0.56640625,1.463612090121397,0.5736769548686449,0.2744122276808787,0.174167306636502,0.12509742055126422,0.4234685553315342,0.2617672401492219,0.0,0.0
