year,match,actual_result,home_prob,draw_prob,away_prob,true_class_prob,log_loss,model_prediction
2014,Costa Rica vs England,draw,0.32068906807862263,0.3510777499304672,0.32823318199091017,0.3510777499304672,1.046747570272528,draw
2018,Australia vs Denmark,draw,0.4176406412938086,0.35797114769541793,0.22438821101077333,0.35797114769541793,1.0273028888587883,home_win
2022,Ecuador vs Netherlands,draw,0.3801894232725018,0.358653209747757,0.2611573669797411,0.358653209747757,1.0253993469230236,home_win
2014,Argentina vs Netherlands,draw,0.5157063766009659,0.3632430739832049,0.12105054941582927,0.3632430739832049,1.012683043518185,home_win
2018,Denmark vs France,draw,0.4059361528818722,0.36637078154448866,0.22769306557363914,0.36637078154448866,1.0041093940549284,home_win
2014,Costa Rica vs Greece,draw,0.404541907239916,0.3664024369478456,0.2290556558122384,0.3664024369478456,1.0040229951457496,home_win
2010,Mexico vs France,home_win,0.37959249635348524,0.33027841971312566,0.29012908393338904,0.37959249635348524,0.9686569796875627,home_win
2014,Netherlands vs Spain,home_win,0.39047024501288746,0.38984393950956336,0.21968581547754926,0.39047024501288746,0.9404035097556428,home_win
2022,Japan vs Germany,home_win,0.3994827145850283,0.33886904700169657,0.2616482384132751,0.3994827145850283,0.9175847823338349,home_win
2022,Senegal vs Ecuador,home_win,0.40031547718456806,0.34958875866205297,0.25009576415337903,0.40031547718456806,0.9155023497675934,home_win
2010,Ghana vs United States,home_win,0.4173938041224009,0.317809893924098,0.26479630195350123,0.4173938041224009,0.8737251284300412,home_win
2018,Croatia vs Argentina,home_win,0.4316084241893664,0.3488032578927286,0.21958831791790498,0.4316084241893664,0.8402365272775976,home_win
2018,Uruguay vs Portugal,home_win,0.4400392151228725,0.35532461079400696,0.20463617408312057,0.4400392151228725,0.8208914307619963,home_win
2018,Croatia vs England,home_win,0.44097136464993664,0.35750935832489283,0.2015192770251705,0.44097136464993664,0.818775338410098,home_win
2022,Costa Rica vs Japan,home_win,0.44296821712612394,0.3394386371458029,0.2175931457280732,0.44296821712612394,0.81425725614706,home_win
2018,Saudi Arabia vs Egypt,home_win,0.45230550805798614,0.3190020214442787,0.22869247049773514,0.45230550805798614,0.7933974246861615,home_win
2018,Sweden vs Switzerland,home_win,0.45435191226504856,0.356260954863154,0.18938713287179756,0.45435191226504856,0.7888832440567503,home_win
2010,Ghana vs Serbia,home_win,0.45589873457437063,0.3169131320673029,0.22718813335832633,0.45589873457437063,0.7854845674314966,home_win
2010,Japan vs Denmark,home_win,0.4643027518653492,0.3134166355432155,0.22228061259143533,0.4643027518653492,0.7672184570615934,home_win
2018,Sweden vs Mexico,home_win,0.4669522268950542,0.35959073861892066,0.17345703448602523,0.4669522268950542,0.7615283244152865,home_win
2018,Senegal vs Poland,home_win,0.46715191755070784,0.33167154282606104,0.20117653962323123,0.46715191755070784,0.7611007689657513,home_win
2018,Nigeria vs Iceland,home_win,0.4678318387695848,0.31934567976656664,0.2128224814638485,0.4678318387695848,0.7596463665033916,home_win
2018,Denmark vs Peru,home_win,0.4716029933606848,0.36090671482651604,0.1674902918127991,0.4716029933606848,0.7516177630941862,home_win
2014,Algeria vs South Korea,home_win,0.4716631308057336,0.3338117238233053,0.19452514537096116,0.4716631308057336,0.7514902541259543,home_win
2014,Italy vs England,home_win,0.4900063908266763,0.3448157040810315,0.16517790509229235,0.4900063908266763,0.7133368454590965,home_win
2014,Belgium vs Russia,home_win,0.49503313075582084,0.34356816961710257,0.16139869962707662,0.49503313075582084,0.703130587833374,home_win
2014,Nigeria vs Bosnia and Herzegovina,home_win,0.4964519983524526,0.329711352808251,0.17383664883929648,0.4964519983524526,0.7002684802262108,home_win
2014,Uruguay vs England,home_win,0.49703924992846865,0.34881951009816814,0.15414123997336318,0.49703924992846865,0.6990862823046347,home_win
2010,Australia vs Serbia,home_win,0.49753557279130955,0.31038403342021714,0.1920803937884734,0.49753557279130955,0.6980882218416046,home_win
2010,Uruguay vs Mexico,home_win,0.5006435499937935,0.3107765760086892,0.18857987399751736,0.5006435499937935,0.6918609081754848,home_win
2010,South Korea vs Greece,home_win,0.5038096625356596,0.30327163328058965,0.1929187041837508,0.5038096625356596,0.6855567359389737,home_win
2014,Mexico vs Croatia,home_win,0.5108169553259841,0.3320012628270175,0.15718178184699833,0.5108169553259841,0.6717439617059267,home_win
2022,Qatar vs Netherlands,away_win,0.19436854457530442,0.2924229493290843,0.5132085060956112,0.5132085060956112,0.6670730717567911,away_win
2010,Netherlands vs Brazil,home_win,0.5153568978316387,0.3146063825243304,0.1700367196440308,0.5153568978316387,0.6628956128375011,home_win
2014,Belgium vs United States,home_win,0.5160766055343669,0.3348520100916087,0.1490713843740244,0.5160766055343669,0.6615000641817994,home_win
2022,Iran vs Wales,home_win,0.5169620675041663,0.31592140958746917,0.1671165229083645,0.5169620675041663,0.6597857775635783,home_win
2014,Germany vs Argentina,home_win,0.523882576617473,0.3524355674854976,0.12368185589702951,0.523882576617473,0.6464877101977757,home_win
2014,Uruguay vs Italy,home_win,0.5284924305008758,0.3300717882840448,0.14143578121507944,0.5284924305008758,0.6377267963839208,home_win
2014,Colombia vs Uruguay,home_win,0.5303688937477032,0.3328287782685137,0.13680232798378295,0.5303688937477032,0.6341824886106223,home_win
2022,Morocco vs Canada,home_win,0.5312093898611819,0.31805536531770534,0.1507352448211128,0.5312093898611819,0.6325990042796418,home_win
2018,Belgium vs England,home_win,0.5312549018298796,0.32130210406387577,0.14744299410624462,0.5312549018298796,0.6325133318121878,home_win
2018,Belgium vs England,home_win,0.5351534598619095,0.3196601204944225,0.14518641964366794,0.5351534598619095,0.6252017323537234,home_win
2010,Germany vs England,home_win,0.5378692994373917,0.30119184776676483,0.1609388527958435,0.5378692994373917,0.6201396861832463,home_win
2010,Germany vs Argentina,home_win,0.54636224678598,0.29652133755368504,0.15711641566033505,0.54636224678598,0.6044730675746582,home_win
2010,Greece vs Nigeria,home_win,0.5514177132151858,0.2887974033505956,0.15978488343421857,0.5514177132151858,0.5952626568329891,home_win
2014,Bosnia and Herzegovina vs Iran,home_win,0.5546619656060536,0.3168618574772642,0.1284761769166821,0.5546619656060536,0.5893964217748651,home_win
2022,Australia vs Tunisia,home_win,0.5549916201563921,0.310972008859503,0.1340363709841049,0.5549916201563921,0.5888022641670023,home_win
2010,Japan vs Cameroon,home_win,0.5615356022004043,0.2798736412107922,0.15859075658880348,0.5615356022004043,0.5770801012920381,home_win
2010,Chile vs Switzerland,home_win,0.5623315549018285,0.2916460173490242,0.14602242774914725,0.5623315549018285,0.5756636477023527,home_win
2014,Colombia vs Greece,home_win,0.5651230522759807,0.3273644488213369,0.10751249890268245,0.5651230522759807,0.5707117799099483,home_win
2018,Tunisia vs Panama,home_win,0.5665659749672615,0.28021180505371046,0.15322221997902805,0.5665659749672615,0.5681617446291415,home_win
2014,Switzerland vs Ecuador,home_win,0.5680454460005125,0.30739515220343017,0.12455940179605736,0.5680454460005125,0.5655538528973776,home_win
2014,Ivory Coast vs Japan,home_win,0.5699491973577697,0.28991220448591565,0.1401385981563147,0.5699491973577697,0.562208049568137,home_win
2018,France vs Argentina,home_win,0.5721163232537212,0.2967336498823486,0.13115002686393024,0.5721163232537212,0.5584129459459747,home_win
2018,France vs Belgium,home_win,0.5758050725832671,0.3011965804303425,0.1229983469863905,0.5758050725832671,0.5519860912157958,home_win
2018,Russia vs Egypt,home_win,0.5837199022178915,0.28060051815431125,0.13567957962779723,0.5837199022178915,0.538334030698039,home_win
2022,United States vs Iran,home_win,0.5853574556610223,0.29276209554182164,0.12188044879715616,0.5853574556610223,0.5355325830383623,home_win
2018,France vs Peru,home_win,0.5899482369359288,0.3013822061851823,0.10866955687888888,0.5899482369359288,0.5277204799381253,home_win
2018,Iran vs Morocco,home_win,0.5910727394656793,0.30117357509944875,0.10775368543487192,0.5910727394656793,0.5258161905274603,home_win
2010,Spain vs Netherlands,home_win,0.5938698628962661,0.283787574214775,0.12234256288895885,0.5938698628962661,0.5210950696555651,home_win
2014,Greece vs Ivory Coast,home_win,0.5979462758387322,0.2915075339697677,0.11054619019150007,0.5979462758387322,0.5142543688018976,home_win
2018,Serbia vs Costa Rica,home_win,0.6002131839987099,0.28028128097204114,0.119505535029249,0.6002131839987099,0.5104703802079394,home_win
2014,Netherlands vs Chile,home_win,0.6170461513699392,0.2827087449515624,0.10024510367849837,0.6170461513699392,0.4828114582469718,home_win
2022,Portugal vs Uruguay,home_win,0.6174453725227798,0.28940600014312323,0.0931486273340971,0.6174453725227798,0.4821646799434666,home_win
2018,France vs Uruguay,home_win,0.6196092459104141,0.27986057298570177,0.10053018110388412,0.6196092459104141,0.4786662481646829,home_win
2018,Sweden vs South Korea,home_win,0.6217198551389534,0.27058796414715647,0.1076921807138901,0.6217198551389534,0.47526568136792785,home_win
2014,France vs Switzerland,home_win,0.6221882177349903,0.2773902030181121,0.10042157924689764,0.6221882177349903,0.4745126311572508,home_win
2018,Colombia vs Poland,home_win,0.6231869595743028,0.26524340483645165,0.1115696355892456,0.6231869595743028,0.4729087095894852,home_win
2018,Croatia vs Iceland,home_win,0.6280342936305922,0.2646351948201816,0.10733051154922628,0.6280342936305922,0.4651605063128584,home_win
2010,Denmark vs Cameroon,home_win,0.6356435994439669,0.25092261488536316,0.11343378567066997,0.6356435994439669,0.4531172509453353,home_win
2018,Switzerland vs Serbia,home_win,0.6362715168692455,0.26971835865788596,0.09401012447286851,0.6362715168692455,0.4521298934271536,home_win
2010,Spain vs Germany,home_win,0.6385464096507926,0.25793575120419343,0.10351783914501397,0.6385464096507926,0.4485609207151477,home_win
2022,France vs Denmark,home_win,0.6415121949758696,0.26878358923813184,0.08970421578599852,0.6415121949758696,0.4439270850122491,home_win
2022,Switzerland vs Serbia,home_win,0.6417567087879857,0.26131612760907313,0.09692716360294115,0.6417567087879857,0.443546005389174,home_win
2018,England vs Sweden,home_win,0.653534497933014,0.2648235433511643,0.08164195871582167,0.653534497933014,0.42535995781918884,home_win
2018,Mexico vs South Korea,home_win,0.653801621663565,0.25717135222813214,0.0890270261083028,0.653801621663565,0.42495130432868344,home_win
2010,Chile vs Honduras,home_win,0.6575801242682845,0.24379656264824817,0.09862331308346725,0.6575801242682845,0.41918866034979296,home_win
2018,France vs Croatia,home_win,0.6586295375333489,0.25917974350726536,0.08219071895938572,0.6586295375333489,0.4175940610729666,home_win
2010,Argentina vs Mexico,home_win,0.6587804857435202,0.24608326823978383,0.09513624601669593,0.6587804857435202,0.41736490202883475,home_win
2022,England vs Wales,home_win,0.6613249534047333,0.24762288545138722,0.09105216114387958,0.6613249534047333,0.41350995114871386,home_win
2014,Croatia vs Cameroon,home_win,0.664653128211984,0.25400187050360407,0.08134500128441191,0.664653128211984,0.40848998612429893,home_win
2018,Russia vs Saudi Arabia,home_win,0.6647562404074165,0.23267253221081208,0.10257122738177132,0.6647562404074165,0.40833486130259494,home_win
2018,Croatia vs Nigeria,home_win,0.6665791745889063,0.2510744171333995,0.08234640827769424,0.6665791745889063,0.4055963548372802,home_win
2022,Croatia vs Canada,home_win,0.668361534685389,0.2530634439434797,0.07857502137113134,0.668361534685389,0.40292603226308443,home_win
2014,Germany vs France,home_win,0.6691470461006058,0.25470549587364955,0.07614745802574469,0.6691470461006058,0.4017514431549281,home_win
2014,Mexico vs Cameroon,home_win,0.6707795733873916,0.2446144413876087,0.08460598522499958,0.6707795733873916,0.39931470061868457,home_win
2014,Germany vs Portugal,home_win,0.6719167151877856,0.2528063566385318,0.07527692817368253,0.6719167151877856,0.3976208818721169,home_win
2014,United States vs Ghana,home_win,0.6793131280919241,0.24275418352556677,0.07793268838250912,0.6793131280919241,0.3866730970597673,home_win
2022,Portugal vs Switzerland,home_win,0.6793428386508055,0.2461063622394017,0.07455079910979286,0.6793428386508055,0.38662936183964786,home_win
